name,price,ram,ram_unit,rom_type,rom,rom_unit,screen_size,screen_detail,cpu,gpu,battery,weight,rating,link_href,brand,series
Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H (83E2005DVN),45.790.000,32,GB,SSD,1,TB,14.5,"2.8K (2880 x 1800) - OLED, 120Hz","CPU: Ultra 7, 155H",Card: RTX 4050 6GB,Pin: 73Wh,1.59,5.0,https://www.thegioididong.com/laptop/lenovo-yoga-pro-7-14imh9-ultra-7-83e2005dvn,LENOVO,Yoga
Lenovo ThinkBook 14 G6 i7 1355U (21KG00BQVN),20.090.000,16,GB,SSD,512,GB,14.0,WUXGA,"CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,Pin: 45Wh,1.38,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g6-i7-21kg00bqvn,LENOVO,ThinkBook
Lenovo ThinkPad E14 Ultra 7 155H (21M70051VN),32.990.000,32,GB,SSD,1,TB,14.0,2.2K,"CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,Pin: 47 Wh,1.44,,https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-7-21m70051vn,LENOVO,ThinkPad
Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX (83DF0046VN),54.790.000,32,GB,SSD,1,TB,16.0,"WQXGA (2560 x 1600), 240Hz","CPU: i9, 14900HX, 2.2GHz",Card: RTX 4070 8GB,Pin: 80 Wh,2.5,5.0,https://www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0046vn,LENOVO,Legion Gaming
Lenovo Ideapad Slim 5 14IMH9 Ultra 7 155H (83DA001YVN),26.790.000,32,GB,SSD,512,GB,14.0,"WUXGA, OLED","CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,Pin: 57Wh,1.48,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da001yvn,LENOVO,IdeaPad
Lenovo ThinkPad E16 Ultra 7 155H (21MA004PVN),32.490.000,32,GB,SSD,1,TB,16.0,WQXGA (2560 x 1600),"CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,Pin: 47 Wh,1.81,5.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-7-21ma004pvn,LENOVO,ThinkPad
Lenovo IdeaPad Slim 5 14Q8X9 X1P 42 100 (83HL000KVN),22.790.000,16,GB,SSD,512,GB,14.0,"WUXGA, OLED","CPU: Snapdragon X Plus, X1P 42 100",Card: Qualcomm Adreno GPU,Pin: 57Wh,1.48,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14q8x9-x1p-42-100-83hl000kvn,LENOVO,IdeaPad
Lenovo ThinkBook 16 G6 i5 13420H (21KH00Q0VN),17.890.000,16,GB,SSD,512,GB,16.0,WUXGA,"CPU: i5, 13420H, 2.1GHz",Card: Intel UHD,Pin: 71Wh,1.7,,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn,LENOVO,ThinkBook
Lenovo Thinkpad X13 Ultra 5 125U (21LU004NVN),32.990.000,16,GB,SSD,512,GB,13.3,WUXGA,"CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Graphics,Pin: 54.7 Wh,1.17,5.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-5-21lu004nvn,LENOVO,ThinkPad
Lenovo ThinkPad T14s i7 1355U (21F6007XVN),44.290.000,32,GB,SSD,512,GB,14.0,"WUXGA, Cảm ứng","CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,Pin: 57Wh,1.48,,https://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-i7-21f6007xvn,LENOVO,ThinkPad
Lenovo Gaming Legion Pro 7 16IRX9H i9 14900HX (83DE001MVN),106.790.000,32,GB,SSD,1,TB,16.0,"WQXGA (2560 x 1600), 240Hz","CPU: i9, 14900HX, 2.2GHz",Card: RTX 4090 16GB,Pin: 99.9 Wh,2.62,,https://www.thegioididong.com/laptop/lenovo-legion-pro-7-16irx9h-i9-83de001mvn,LENOVO,Legion Gaming
Lenovo Gaming LOQ 15ARP9 R7 7435HS (83JC003YVN),29.290.000,24,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7435HS, 3.1GHz",Card: RTX 4060 8GB,Pin: 60 Wh,2.38,,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83jc003yvn,LENOVO,LOQ Gaming
Lenovo ThinkBook 16 G7 Ultra 7 155U (21MS007HVN),29.890.000,32,GB,SSD,1,TB,16.0,WUXGA,"CPU: Ultra 7, 155U, 1.7GHz",Card: Intel Graphics,Pin: 45Wh,1.7,,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-7-21ms007hvn,LENOVO,ThinkBook
Lenovo Thinkpad X13 Ultra 7 155H (21LU004LVN),44.990.000,32,GB,SSD,1,TB,13.3,"WUXGA, Cảm ứng","CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,Pin: 54.7 Wh,1.17,5.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-7-21lu004lvn,LENOVO,ThinkPad
Lenovo IdeaPad 5 2in1 14Q8X9 X1P 42 100 (83GH001FVN),25.990.000,16,GB,SSD,512,GB,14.0,"WUXGA, OLED, Cảm ứng","CPU: Snapdragon X Plus, X1P 42 100",Card: Qualcomm Adreno GPU,Pin: 57Wh,1.49,,https://www.thegioididong.com/laptop/lenovo-ideapad-5-2in1-14q8x9-x1p-42-100-83gh001fvn,LENOVO,IdeaPad
Lenovo IdeaPad Flex 5 14ABR8 R7 7730U (82XX00DLVN),18.990.000,16,GB,SSD,512,GB,14.0,"WUXGA, Cảm ứng","CPU: Ryzen 7, 7730U, 2GHz",Card: Radeon,Pin: 52.5 Wh,1.55,,https://www.thegioididong.com/laptop/lenovo-ideapad-flex-5-14abr8-r7-7730u-82xx00dlvn,LENOVO,IdeaPad
Lenovo Gaming LOQ 15IRX9 i7 13650HX (83DV00UGVN),32.990.000,24,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13650HX, 2.6GHz",Card: RTX 4050 6GB,Pin: 60 Wh,2.38,,https://www.thegioididong.com/laptop/lenovo-loq-15irx9-i7-83dv00ugvn,LENOVO,LOQ Gaming
Lenovo ThinkBook 14 G7 Ultra 7 155U (21MR0070VN),29.590.000,32,GB,SSD,512,GB,14.0,WUXGA,"CPU: Ultra 7, 155U, 1.7GHz",Card: Intel Graphics,Pin: 45Wh,1.38,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g7-ultra-7-21mr0070vn,LENOVO,ThinkBook
Lenovo ThinkPad E14 Ultra 7 155H (21M7004YVN),28.890.000,16,GB,SSD,512,GB,14.0,WUXGA,"CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,Pin: 47 Wh,1.44,,https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-7-21m7004yvn,LENOVO,ThinkPad
Lenovo ThinkPad E16 Ultra 5 125U (21MA0049VN),26.590.000,32,GB,SSD,1,TB,16.0,WUXGA,"CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Graphics,Pin: 47 Wh,1.81,,https://www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-5-21ma0049vn,LENOVO,ThinkPad
Lenovo ThinkPad X1 Carbon Ultra 7 155H (21KC008NVN),56.390.000,32,GB,SSD,1,TB,14.0,WUXGA,"CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,Pin: 57Wh,1.09,,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc008nvn,LENOVO,ThinkPad
Lenovo ThinkPad X1 Carbon Ultra 7 155H (21KC008SVN),60.190.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,Pin: 57Wh,1.09,,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc008svn,LENOVO,ThinkPad
Lenovo ThinkPad X1 Carbon Ultra 7 165U (21KC00AGVN),65.390.000,64,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 7, 165U, 1.7GHz",Card: Intel Graphics,Pin: 57Wh,1.09,,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc00agvn,LENOVO,ThinkPad
Lenovo Yoga 7 2in1 14IML9 Ultra 5 125H (83DJ00DMVN),26.990.000,16,GB,SSD,512,GB,14.0,"WUXGA, OLED, Cảm ứng","CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,Pin: 71Wh,1.49,,https://www.thegioididong.com/laptop/lenovo-yoga-7-2in1-14iml9-ultra-5-83dj00dmvn,LENOVO,Yoga
Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H (83DA006TVN),23.690.000,16,GB,SSD,1,TB,14.0,"WUXGA, OLED","CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,Pin: 57Wh,1.48,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-5-83da006tvn,LENOVO,IdeaPad
Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX (83LK0036VN),19.790.000,12,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450HX, 3.1GHz",Card: RTX 3050 6GB,Pin: 57Wh,1.77,,https://www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk0036vn,LENOVO,LOQ Gaming
Lenovo Legion 7 16IRX9 i9 14900H,66.790.000,32,GB,SSD,1,TB,16.0,"3.2K (3200 x 2000), 165Hz","CPU: i9, 14900HX, 2.2GHz",Card: RTX 4070 8GB,Pin: 99.9 Wh,2.24,,https://www.thegioididong.com/laptop/lenovo-legion-7-16irx9-i9-83fd004mvn,LENOVO,Legion Gaming
Lenovo ThinkPad E14 Gen 6 Ultra 5 125U (21M7004LVN),26.190.000,32,GB,SSD,1,TB,14.0,WUXGA,"CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Graphics,Pin: 47 Wh,1.44,,https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-5-21m7004lvn,LENOVO,ThinkPad
Lenovo Yoga Pro 7 14ASP9 R9 AI 365 (83HN0022VN),41.790.000,32,GB,SSD,1,TB,14.5,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ryzen AI 9, 365, 2GHz",Card: AMD Radeon 880M,Pin: 73Wh,1.54,,https://www.thegioididong.com/laptop/lenovo-yoga-pro-7-14asp9-r9-83hn0022vn,LENOVO,Yoga
Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H (83E2006MVN),47.090.000,32,GB,SSD,1,TB,14.5,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 7, 155H, 3.8GHz",Card: RTX 4050 6GB,Pin: 73Wh,1.59,,https://www.thegioididong.com/laptop/lenovo-yoga-pro-7-14imh9-ultra-7-83e2006mvn,LENOVO,Yoga
Lenovo Yoga Slim 7 15ILL9 Ultra 7 258V (83HM000GVN),42.790.000,32,GB,SSD,1,TB,15.3,"2.8K (2880 x 1800), 120Hz","CPU: Intel Core Ultra 7 Lunar Lake, 258V, 2.2GHz",Card: Intel Arc 140V,Pin: 70 Wh,1.53,,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn,LENOVO,Yoga
MSI Gaming GF63 Thin 12VE i5 12450H (460VN),18.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 4050 6GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,4.9,https://www.thegioididong.com/laptop/msi-gf63-thin-12ve-i5-460vn,MSI,Thin
MSI Gaming Thin 15 B12UCX i5 12450H (2046VN),15.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 2050 4GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,5.0,https://www.thegioididong.com/laptop/msi-thin-15-b12ucx-i5-2046vn,MSI,Thin
MSI Gaming Katana 15 B13UDXK i7 13620H (2077VN),23.990.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 3050 6GB,"Pin: 3-cell, 53.5Wh",2.25,5.0,https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn,MSI,Katana
MSI Modern 14 C13M i5 1335U (611VN),12.490.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-Cell, 39.3 Wh",1.4,5.0,https://www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn?utm_flashsale=1,MSI,Modern
MSI Gaming GF63 Thin 12UC i7 12650H (887VN),16.990.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 12650H, 2.30 GHz",Card: RTX 3050 4GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,5.0,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn?utm_flashsale=1,MSI,Thin
MSI Gaming Bravo 15 B7ED R5 7535HS (010VN),16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7535HS, 3.3GHz",Card: RX 6550M 4GB,"Pin: 3-cell, 53.5Wh",2.25,4.9,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,MSI,Bravo
MSI Gaming Cyborg 15 A13VEK i7 13620H (1423VN),24.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4050 6GB,"Pin: 3-cell, 53.5Wh",1.98,5.0,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,MSI,Cyborg
MSI Gaming Katana 15 B13VFK i7 13620H (676VN),27.990.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4060 8GB,"Pin: 3-cell, 53.5Wh",2.25,4.9,https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn,MSI,Katana
MSI Gaming Thin 15 B12UC i5 12450H (2045VN),17.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 3050 4GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,5.0,https://www.thegioididong.com/laptop/msi-thin-15-b12uc-i5-2045vn,MSI,Thin
MSI Gaming Thin GF63 12UC i5 12450H (803VN),15.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 3050 4GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,4.9,https://www.thegioididong.com/laptop/msi-gf63-12uc-i5-803vn,MSI,Thin
MSI Gaming GF63 Thin 12VE i5 12450H (460VN),17.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 4050 6GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,4.9,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,MSI,Thin
MSI Gaming Thin 15 B13UCX i5 13420H (2080VN),16.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 13420H, 2.1GHz",Card: RTX 2050 4GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,5.0,https://www.thegioididong.com/laptop/msi-thin-15-b13ucx-i5-2080vn,MSI,Thin
MSI Thin 15 B13UC i7 13620H (1411VN),21.490.000,32,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 3050 4GB,"Pin: 3-cell Li-ion, 52.4 Wh",1.86,4.9,https://www.thegioididong.com/laptop/msi-thin-15-b13uc-i7-1411vn,MSI,Thin
MSI Gaming Katana A15 AI B8VG R7 8845HS (465VN),36.990.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 8845HS, 3.8GHz",Card: RTX 4070 8GB,"Pin: 3-cell, 53.5Wh",2.25,5.0,https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r7-465vn,MSI,Katana
MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H (085VN),46.990.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED, 120Hz","CPU: Ultra 7, 155H, 1.4GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 72Wh",1.7,5.0,https://www.thegioididong.com/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn,MSI,Stealth
MSI Gaming Cyborg 14 A13VE i7 13620H (090VN),25.990.000,16,GB,SSD,512,GB,14.0,"Full HD+ (1920 x 1200), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4050 6GB,"Pin: 3-cell, 53.5Wh",1.6,5.0,https://www.thegioididong.com/laptop/msi-cyborg-14-a13ve-i7-090vn,MSI,Cyborg
MSI Gaming Thin A15 B7UCX R5 7535HS (020VN),15.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7535HS, 3.3GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 53.5Wh",1.86,5.0,https://www.thegioididong.com/laptop/msi-gaming-thin-a15-b7ucx-r5-020vn,MSI,Thin
MSI Prestige 14 AI Studio C1VEG Ultra 7 155H (056VN),32.990.000,32,GB,SSD,1,TB,14.0,2.8K (2880 x 1800),"CPU: Ultra 7, 155H, 3.8GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 90Wh",1.7,5.0,https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1veg-ultra-7-056vn,MSI,Prestige
MSI Prestige 13 AI Evo A1MG Ultra 7 155H (062VN),30.990.000,32,GB,SSD,1,TB,13.3,2.8K (2880 x 1800) - OLED 16:10,"CPU: Ultra 7, 155H, 1.4GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",0.99,5.0,https://www.thegioididong.com/laptop/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn,MSI,Prestige
MSI Gaming Sword 16 HX B14VFKG i7 14700HX (045VN),35.490.000,16,GB,SSD,1,TB,16.0,"QHD+ (2560 x 1600), 240Hz","CPU: i7, 14700HX, 2.1GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 65Wh",2.3,4.9,https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn,MSI,Sword
MSI Prestige 14 AI Studio C1UDXG Ultra 7 155H (058VN),26.990.000,16,GB,SSD,1,TB,14.0,"Full HD+ (1920 x 1200), 144Hz","CPU: Ultra 7, 155H, 3.8GHz",Card: RTX 3050 6GB,"Pin: 4-cell, 90Wh",1.7,5.0,https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn,MSI,Prestige
MSI Gaming Katana A15 AI B8VF R7 8845HS (419VN),28.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 8845HS, 3.8GHz",Card: RTX 4060 8GB,"Pin: 3-cell, 53.5Wh",2.25,5.0,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8vf-r7-419vn,MSI,Katana
MSI Gaming Katana 15 B13VGK i7 13620H (1211VN),36.490.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4070 8GB,"Pin: 3-cell, 53.5Wh",2.25,,https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vgk-i7-1211vn,MSI,Katana
MSI Gaming Katana A15 AI B8VE R7 8845HS (402VN),26.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 8845HS, 3.8GHz",Card: RTX 4050 6GB,"Pin: 3-cell, 53.5Wh",2.25,,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8ve-r7-402vn,MSI,Katana
MSI Gaming Cyborg 15 AI A1VEK Ultra 7 155H (053VN),27.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ultra 7, 155H, 1.4GHz",Card: RTX 4050 6GB,"Pin: 3-cell, 53.5Wh",1.98,5.0,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,MSI,Cyborg
MSI Gaming Stealth 16 Mercedes AMG A1VGG Ultra 9 185H (293VN),64.990.000,32,GB,SSD,2,TB,16.0,"WQXGA+ (2560 x 1600) - OLED 16:10, 240Hz","CPU: Ultra 9, 185H, 2.30 GHz",Card: RTX 4070 8GB,"Pin: 4-cell, 99.9Wh",1.99,,https://www.thegioididong.com/laptop/msi-stealth-16-mercedes-amg-a1vgg-ultra-9-293vn,MSI,Stealth
MSI Creator M16 HX C14VFG i7 14700HX (040VN),41.490.000,32,GB,SSD,1,TB,16.0,"QHD+ (2560 x 1600) 16:10, 240Hz","CPU: i7, 14700HX",Card: RTX 4060 8GB,"Pin: 4-cell, 65Wh",2.38,5.0,https://www.thegioididong.com/laptop/msi-creator-m16-hx-c14vfg-i7-040vn,MSI,Creator
MSI Cyborg 15 A13VFK i7 13620H (876VN),26.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4060 8GB,"Pin: 3-cell, 53.5Wh",1.98,5.0,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vfk-i7-876vn,MSI,Cyborg
MSI Prestige 13 AI+ A2VMG Ultra 7 258V (040VN),35.490.000,32,GB,SSD,1,TB,13.3,2.8K (2880 x 1800) - OLED 16:10,"CPU: Intel Core Ultra 7 Lunar Lake, 258V, 2.2GHz",Card: Intel Arc 140V,"Pin: 4-cell Li-ion, 75 Wh",0.99,,https://www.thegioididong.com/laptop/msi-prestige-13-ai-a2vmg-ultra-7-258v-040vn,MSI,Prestige
MSI Prestige 16 AI+ B2VMG Ultra 9 288V (016VN),42.490.000,32,GB,SSD,1,TB,16.0,4K/UHD+ (3840 x 2400) OLED,"CPU: Intel Core Ultra 9 Lunar Lake, 288V, 3.3GHz",Card: Intel Arc 140V,"Pin: 4-cell, 99.9Wh",1.5,,https://www.thegioididong.com/laptop/msi-prestige-16-ai-b2vmg-ultra-9-288v-016vn,MSI,Prestige
MSI Stealth A16 AI+ A3XVGG R9 AI HX 370 (208VN),68.490.000,32,GB,SSD,2,TB,16.0,"4K/UHD+ (3840 x 2400), 120Hz","CPU: Ryzen AI 9, HX 370, 2GHz",Card: RTX 4070 8GB,"Pin: 4-cell, 99.9Wh",2.1,,https://www.thegioididong.com/laptop/msi-stealth-a16-ai-a3xvgg-r9-ai-hx-370-208vn,MSI,Stealth
MSI Creator Z17 HX Studio A14VGT i7 14700HX (272VN),65.490.000,32,GB,SSD,2,TB,17.0,"QHD+ (2560 x 1600) 16:10, 165Hz","CPU: i7, 14700HX, 2.1GHz",Card: RTX 4070 8GB,"Pin: 4-cell, 90 Wh",2.49,,https://www.thegioididong.com/laptop/msi-creator-z17-hx-studio-a14vgt-i7-272vn,MSI,Creator
MSI Modern 15 B12MO,12.490.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-Cell, 39.3 Wh",1.7,4.9,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,MSI,Modern
MSI Gaming Katana A15 AI B8VG R9 8945HS (466VN),38.490.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 9, 8945HS, 4GHz",Card: RTX 4070 8GB,"Pin: 3-cell, 53.5Wh",2.25,,https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r9-466vn,MSI,Katana
Samsung Galaxy Chromebook Go XE340XDA N4500,8.990.000,4,GB,eMMC,32,GB,14.0,HD (1366 x 768),"CPU: Celeron, N4500, 1.1GHz",Card: Intel UHD,"Pin: 2 cell Li-ion, 42.3 Wh",1.145,5.0,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500,SAMSUNG,Chromebook 
Samsung Galaxy Chromebook Go XE310XDA N4500,7.990.000,4,GB,eMMC,32,GB,11.6,HD (1366 x 768),"CPU: Celeron, N4500, 1.1GHz",Card: Intel UHD,"Pin: 2 cell Li-ion, 40.2 Wh",1.06,5.0,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe310xda-n4500,SAMSUNG,Chromebook 
